40,31,199,0,
40,31,201,0,
40,30,204,0,
40,29,206,0,
40,28,211,13,
40,28,211,13,
40,28,210,13,
40,29,209,13,
40,29,206,13,
40,30,204,19,
40,30,203,19,
40,31,201,19,
40,31,200,19,
40,31,198,19,
40,31,198,25,
40,32,196,25,
40,32,195,25,
40,32,194,25,
40,33,192,25,
40,33,191,31,
40,34,189,31,
40,34,188,31,
40,34,186,31,
40,35,184,31,
40,35,182,36,
40,36,179,36,
40,37,177,36,
40,37,175,36,
40,38,171,36,
40,39,168,38,
40,39,166,38,
40,40,163,38,
40,41,160,38,
40,41,158,38,
40,42,156,39,
40,43,153,39,
40,43,151,39,
40,44,149,39,
40,44,148,39,
40,44,146,39,
40,45,144,39,
40,45,143,39,
40,45,142,39,
40,46,141,39,
40,46,139,39,
40,46,139,39,
40,46,138,39,
40,47,137,39,
40,47,136,39,
40,47,136,38,
40,47,135,38,
40,47,135,38,
40,47,134,38,
40,47,134,38,
40,48,133,36,
40,48,133,36,
40,48,132,36,
40,48,132,36,
40,48,131,36,
40,48,131,33,
40,48,131,33,
40,48,131,33,
40,48,131,33,
40,48,130,33,
40,48,130,29,
40,48,130,29,
40,48,130,29,
40,48,130,29,
40,48,130,29,
40,48,130,25,
40,48,130,25,
40,48,130,25,
40,48,130,25,
40,48,131,25,
40,47,137,20,
40,48,132,20,
40,48,133,20,
40,48,133,20,
40,47,134,20,
40,47,135,15,
40,47,137,15,
40,46,138,15,
40,46,140,15,
40,46,141,15,
40,45,147,11,
40,44,146,11,
40,44,148,11,
40,43,150,11,
40,43,152,11,
40,42,154,9,
40,42,157,9,
40,41,159,9,
40,41,161,9,
40,40,163,9,
40,40,165,7,
40,39,167,7,
40,39,168,7,
40,38,170,7,
40,38,171,7,
40,38,173,7,
40,37,174,7,
40,37,175,7,
40,37,176,7,
40,37,177,7,
40,36,178,7,
40,36,178,7,
40,36,179,7,
40,36,180,7,
40,36,180,7,
40,36,181,7,
40,36,181,7,
40,35,182,7,
40,35,182,7,
40,35,183,7,
40,35,183,8,
40,35,184,8,
40,35,184,8,
40,35,184,8,
40,35,185,8,
40,35,185,9,
40,35,185,9,
40,34,186,9,
40,34,186,9,
40,34,186,9,
40,34,186,12,
40,34,187,12,
40,34,187,12,
40,34,187,12,
40,34,187,12,
40,34,187,15,
40,34,188,15,
40,34,188,15,
40,34,188,15,
40,34,188,15,
40,34,188,18,
40,34,188,18,
40,34,188,18,
40,34,188,18,
40,34,188,18,
40,34,188,22,
40,34,188,22,
40,34,188,22,
40,34,188,22,
40,34,188,22,
40,34,187,27,
40,34,187,27,
40,34,186,27,
40,34,186,27,
40,35,184,27,
40,35,183,31,
40,35,182,31,
40,36,180,31,
40,36,179,31,
40,37,177,31,
40,37,175,34,
40,38,173,34,
40,38,170,34,
40,39,168,34,
40,39,166,34,
40,40,164,35,
40,41,161,35,
40,41,159,35,
40,42,157,35,
40,42,155,35,
40,43,153,35,
40,43,152,35,
40,43,150,35,
40,44,149,35,
40,44,147,35,
40,44,146,35,
40,45,145,35,
40,45,144,35,
40,45,143,35,
40,45,143,35,
40,45,142,34,
40,45,142,34,
40,46,141,34,
40,46,141,34,
40,55,103,34,
