40,27,215,0,
40,26,221,0,
40,26,221,0,
40,26,221,0,
40,26,220,0,
40,26,219,0,
40,27,217,0,
40,27,215,0,
40,28,212,0,
40,28,210,0,
40,29,207,0,
40,30,205,0,
40,30,203,0,
40,30,202,0,
40,31,200,0,
40,31,199,0,
40,32,197,0,
40,32,196,0,
40,32,195,0,
40,32,194,29,
40,33,193,29,
40,33,193,29,
40,33,192,29,
40,33,191,29,
40,34,189,35,
40,34,187,35,
40,35,185,35,
40,35,183,35,
40,36,180,35,
40,37,176,31,
40,37,174,31,
40,38,170,31,
40,39,167,31,
40,40,164,31,
40,40,162,26,
40,41,159,26,
40,42,156,26,
40,42,154,26,
40,43,152,26,
40,43,150,18,
40,44,149,18,
40,44,148,18,
40,44,147,18,
40,44,147,18,
40,44,148,13,
40,44,148,13,
40,44,149,13,
40,43,150,13,
40,43,151,13,
40,43,153,13,
40,42,155,13,
40,42,157,13,
40,41,159,13,
40,41,161,13,
40,40,163,21,
40,40,165,21,
40,39,167,21,
40,39,168,21,
40,38,170,21,
40,38,171,29,
40,38,173,29,
40,37,174,29,
40,37,174,29,
40,37,175,29,
40,37,175,36,
40,37,174,36,
40,38,173,36,
40,38,172,36,
40,38,171,36,
40,39,169,34,
40,39,167,34,
40,40,165,34,
40,40,163,34,
40,41,160,34,
40,41,158,30,
40,42,156,30,
40,42,155,30,
40,43,153,30,
40,43,152,30,
40,43,150,24,
40,44,149,24,
40,44,148,24,
40,44,147,24,
40,44,147,24,
40,44,147,18,
40,44,147,18,
40,44,147,18,
40,44,147,18,
40,44,148,18,
40,44,149,14,
40,43,150,14,
40,43,152,14,
40,42,154,14,
40,42,155,14,
40,41,158,16,
40,41,160,16,
40,40,162,16,
40,40,164,16,
40,39,166,16,
40,39,169,24,
40,38,170,24,
40,38,173,24,
40,37,174,24,
40,37,175,24,
40,37,177,32,
40,36,178,32,
40,36,178,32,
40,36,178,32,
40,36,178,32,
40,36,178,39,
40,37,176,39,
40,37,175,39,
40,37,174,39,
40,38,172,39,
40,39,169,38,
40,39,167,38,
40,40,165,38,
40,40,163,38,
40,41,160,38,
40,41,159,31,
40,42,157,31,
40,42,155,31,
40,42,154,31,
40,43,152,31,
40,43,151,24,
40,43,150,24,
40,44,149,24,
40,44,148,24,
40,44,147,24,
40,44,147,18,
40,44,147,18,
40,44,148,18,
40,44,148,18,
40,44,149,18,
40,43,150,18,
40,43,152,18,
40,43,153,18,
40,42,155,18,
40,42,157,18,
40,41,158,21,
40,41,160,21,
40,40,162,21,
40,40,163,21,
40,40,165,21,
40,39,166,26,
40,39,167,26,
40,39,169,26,
40,39,169,26,
40,38,170,26,
40,38,171,30,
40,38,171,30,
40,38,171,30,
40,38,171,30,
40,38,171,30,
40,38,171,32,
40,38,170,32,
40,39,169,32,
40,39,168,32,
40,39,167,32,
40,39,166,32,
40,40,164,32,
40,40,163,32,
40,40,162,32,
40,41,160,32,
40,41,159,27,
40,41,158,27,
40,42,157,27,
40,42,156,27,
40,42,155,27,
40,42,154,23,
40,42,154,23,
40,43,153,23,
40,43,153,23,
40,43,152,23,
40,43,152,18,
40,43,152,18,
40,43,152,18,
40,43,152,18,
40,43,153,18,
40,42,154,15,
40,42,155,15,
40,42,156,15,
40,42,157,15,
40,41,159,15,
40,41,161,18,
40,40,162,18,
40,40,164,18,
40,39,166,18,
40,39,167,18,
40,39,169,23,
40,38,170,23,
40,38,172,23,
40,38,173,23,
40,37,174,23,
40,37,175,30,
40,37,176,30,
40,37,177,30,
40,37,177,30,
40,37,177,30,
40,37,177,33,
40,37,176,33,
40,37,175,33,
40,37,174,33,
38,38,173,33,
37,38,171,23,
37,38,170,23,
37,39,168,23,
37,39,166,23,
37,40,165,23,
37,40,163,15,
37,40,163,15,
